date,symbol,open,high,low,close,volume,vwap,sector,market_cap,returns
2021-03-22,BHARTIARTL,881.85,888.76,877.58,884.48,2410686,883.61,Telecom,47172470507.0,0.005490820212584513
2021-03-22,BPCL,460.97,463.34,446.78,449.09,3196192,453.07,Energy,9979717763.0,-0.024671516994244747
2021-03-22,BRITANNIA,4728.47,4732.44,4612.13,4616.0,6471884,4653.52,Consumer,11539993972.0,-0.021720931908301155
2021-03-22,CIPLA,1255.26,1294.05,1212.64,1251.3,9565567,1252.66,Healthcare,19812193066.0,0.003078255014188791
2021-03-22,COALINDIA,348.89,358.72,344.09,353.86,3570203,352.23,Energy,22116258843.0,0.003459618874773307
2021-03-22,DIVISLAB,4038.44,4178.79,4038.01,4178.34,3756925,4131.71,Healthcare,21936271610.0,0.02473837943626811
2021-03-22,DRREDDY,5785.9,5790.58,5773.18,5777.85,5862749,5780.53,Healthcare,24444740066.0,-0.009541425316833219
2021-03-22,EICHERMOT,3664.05,3699.41,3616.87,3652.12,5487844,3656.13,Auto,14608469520.0,-0.004907183124303605
2021-03-22,GRASIM,2129.79,2136.41,2125.72,2132.35,6186075,2131.49,Materials,15992588941.0,0.008613431466222732
2021-03-22,HCLTECH,845.73,850.9,841.97,847.13,4998975,846.66,IT,24707956688.0,0.012768246757128177
2021-03-22,HDFCBANK,1255.88,1271.69,1255.14,1270.93,4770439,1265.92,Financials,69323602055.0,0.007810765375709794
2021-03-22,HDFCLIFE,559.33,565.96,547.97,554.54,5360786,556.16,Financials,11090805377.0,-0.0077122662610719095
2021-03-22,HEROMOTOCO,2883.84,2974.11,2829.22,2918.83,1787835,2907.39,Auto,11675320078.0,0.01466288912450242
2021-03-22,HINDALCO,510.47,543.64,492.19,524.85,7568563,520.23,Materials,11166984266.0,0.03186929852154763
2021-03-22,HINDUNILVR,2926.81,2955.92,2914.29,2943.33,2793904,2937.85,Consumer,67451319216.0,0.009517831786471254
2021-03-22,ICICIBANK,1102.36,1152.03,1084.58,1133.74,5059055,1123.45,Financials,83538871199.0,0.024257152923958136
2021-03-22,INDUSINDBK,928.01,945.2,856.93,873.1,5268797,891.75,Financials,13096569849.0,-0.06029361115894605
2021-03-22,INFY,1214.39,1253.92,1203.3,1242.57,6849234,1233.27,IT,66270481272.0,0.015536630814998897
2021-03-22,ITC,444.07,450.81,420.46,426.93,5802082,432.73,Consumer,43663498707.0,-0.026141107233285332
2021-03-22,JSWSTEEL,897.31,908.49,883.71,894.85,3726939,895.68,Materials,22095167966.0,-0.00426180620465566
2021-03-22,KOTAKBANK,1842.35,1943.45,1798.52,1898.29,2910103,1880.09,Financials,63276345689.0,0.033690550092026816
2021-03-22,LT,2425.63,2455.32,2398.54,2428.2,5234530,2427.35,Industrials,34688567816.0,-0.0032387965961849785
2021-03-22,M&M,1808.41,1894.72,1750.2,1835.63,3716055,1826.85,Auto,16061736950.0,0.010854002378959393
2021-03-22,MARUTI,11284.4,11384.53,10712.48,10808.38,7342901,10968.46,Auto,31856275714.0,-0.04003758714008232
2021-03-22,NESTLEIND,23079.14,23265.16,22756.21,22941.12,6939346,22987.49,Consumer,21898339073.0,-0.0030801321049886976
2021-03-22,NTPC,240.12,240.71,237.2,237.79,9755202,238.57,Utilities,21797683185.0,-0.014301110926877914
2021-03-22,ONGC,188.55,196.16,186.66,194.22,4128957,192.35,Energy,24277355393.0,0.03694607581420173
2021-03-22,POWERGRID,185.32,190.43,181.29,186.38,5268587,186.04,Utilities,17017650893.0,0.005719835959421493
2021-03-22,RELIANCE,2861.48,2943.53,2846.25,2927.95,5704734,2905.91,Energy,117118168173.0,0.017550261516273036
2021-03-22,SBICARD,915.81,919.94,881.42,885.41,10673987,895.59,Financials,8854112204.0,-0.036906911479974824
2021-03-22,SBILIFE,1608.44,1637.11,1602.36,1630.95,5313985,1623.47,Financials,16309474511.0,0.005666683109708082
2021-03-22,SBIN,490.27,513.62,483.7,506.84,1923684,501.39,Financials,44459455666.0,0.015894650337736183
2021-03-22,SHREECEM,27276.44,27723.3,26586.27,27029.07,3426588,27112.88,Materials,10010766273.0,-0.010130126772158743
2021-03-22,SUNPHARMA,1458.62,1507.47,1419.76,1468.35,6365060,1465.19,Healthcare,34706363807.0,0.010647816750178896
2021-03-22,TATACONSUM,856.42,883.82,839.1,866.3,4682278,863.07,Consumer,8349886066.0,0.014973287093448251
2021-03-22,TATAPOWER,388.46,392.2,384.58,388.31,4269976,388.36,Utilities,12262426204.0,-0.0012089099233498768
2021-03-22,TATASTEEL,144.5,147.92,143.77,147.18,9157986,146.29,Materials,16982628919.0,0.012311713322787021
2021-03-22,TCS,4096.32,4108.41,3957.37,3969.08,2432260,4011.62,IT,136082800406.0,-0.03431060071531111
2021-03-22,TECHM,1052.7,1075.95,1039.01,1062.13,5995734,1059.03,IT,19311511471.0,0.003135595621499787
2021-03-22,TITAN,2301.59,2366.77,2273.57,2338.3,5961827,2326.21,Consumer,20964079584.0,0.022887339346800983
2021-03-22,ULTRACEMCO,7816.8,7846.73,7648.9,7678.3,9707159,7724.64,Materials,22075106699.0,-0.0232475305461739
2021-03-22,VEDL,365.63,371.67,350.88,356.77,1678983,359.77,Materials,12973494973.0,-0.019781850152485236
2021-03-22,WIPRO,371.17,376.05,363.25,368.1,7363323,369.13,IT,20449734041.0,-0.01511705685618725
2021-03-23,ADANIENT,2544.81,2559.74,2493.13,2507.84,2775745,2520.24,Industrials,26123345175.0,-0.015823182217757026
2021-03-23,ADANIPORTS,787.14,824.47,783.86,821.04,5311556,809.79,Industrials,17447180512.0,0.03603876438522091
2021-03-23,APOLLOHOSP,5991.78,6082.74,5969.69,6060.4,8058660,6037.61,Healthcare,17630254965.0,0.006127676811947813
2021-03-23,ASIANPAINT,3340.27,3413.05,3264.93,3337.66,4397899,3338.55,Consumer,32299896263.0,0.00034766971377186984
2021-03-23,AXISBANK,973.75,982.17,942.65,950.87,5358193,958.56,Financials,28526129888.0,-0.026804904509446614
2021-03-23,BAJAJ-AUTO,7544.76,7563.5,7310.64,7328.84,4243047,7400.99,Auto,21497938234.0,-0.02850908878817482
2021-03-23,BAJFINANCE,6213.2,6411.78,6175.95,6373.56,4292426,6320.43,Financials,40972900674.0,0.029115616381732545
2021-03-23,BHARTIARTL,881.26,889.47,864.38,872.51,10896447,875.46,Telecom,46533975450.0,-0.013533375542691739
2021-03-23,BPCL,447.18,447.78,432.21,432.79,4894110,437.59,Energy,9617538937.0,-0.03629562003161935
2021-03-23,BRITANNIA,4579.92,4661.35,4564.29,4645.49,5849028,4623.71,Consumer,11613731736.0,0.006388648180242651
2021-03-23,CIPLA,1246.49,1264.55,1235.2,1253.2,5336059,1250.98,Healthcare,19842288884.0,0.0015184208423240086
2021-03-23,COALINDIA,353.16,364.02,348.2,358.99,13559165,357.07,Energy,22436824851.0,0.014497258802916413
2021-03-23,DIVISLAB,4142.96,4273.35,4133.47,4263.59,2267778,4223.47,Healthcare,22383867515.0,0.020402839405122553
2021-03-23,DRREDDY,5809.81,5839.52,5574.94,5603.59,12337933,5672.68,Healthcare,23707495108.0,-0.030160007615289475
2021-03-23,EICHERMOT,3672.35,3685.76,3499.78,3512.61,12400523,3566.05,Auto,14050435303.0,-0.038199730567451184
2021-03-23,GRASIM,2118.88,2131.77,2081.2,2093.93,5664826,2102.3,Materials,15704482970.0,-0.018017680024386307
2021-03-23,HCLTECH,850.38,858.91,836.4,844.87,7970762,846.72,IT,24641956206.0,-0.0026678313836129286
2021-03-23,HDFCBANK,1269.93,1271.55,1235.1,1236.67,10149201,1247.77,Financials,67454990425.0,-0.026956638052449744
2021-03-23,HDFCLIFE,553.26,556.63,529.94,533.2,4987462,539.92,Financials,10663906545.0,-0.038482345727990586
2021-03-23,HEROMOTOCO,2933.71,2960.26,2812.8,2838.49,3791238,2870.52,Auto,11353971659.0,-0.027524727373639535
2021-03-23,HINDALCO,524.3,561.12,510.57,546.8,7029306,539.5,Materials,11634127724.0,0.041821472801752746
2021-03-23,HINDUNILVR,2921.01,2965.69,2913.0,2957.59,3636208,2945.43,Consumer,67777990054.0,0.004844852598927085
2021-03-23,ICICIBANK,1127.67,1192.35,1121.83,1186.21,9000957,1166.8,Financials,87405105966.0,0.046280452308289366
2021-03-23,INDUSINDBK,871.48,884.58,844.11,857.0,5876092,861.9,Financials,12854992106.0,-0.018440041232390403
2021-03-23,INFY,1232.06,1331.66,1224.65,1323.7,3449759,1293.34,IT,70597492324.0,0.06529209621993126
2021-03-23,ITC,426.74,432.32,426.38,431.95,5358284,430.21,Consumer,44176392076.0,0.01175836788232254
2021-03-23,JSWSTEEL,891.24,929.94,880.91,919.29,12928878,910.04,Materials,22698409056.0,0.027311839973179763
2021-03-23,KOTAKBANK,1905.34,1908.74,1902.77,1906.17,7460991,1905.89,Financials,63538964103.0,0.004151104415026197
2021-03-23,LT,2429.27,2442.79,2376.65,2389.95,2968353,2403.13,Industrials,34142174358.0,-0.015752409191994055
2021-03-23,M&M,1848.28,1850.93,1840.99,1843.63,7107848,1845.18,Auto,16131756982.0,0.004358176756753762
2021-03-23,MARUTI,10709.31,11003.49,10512.3,10804.72,8686852,10773.5,Auto,31845495011.0,-0.0003386261400876167
2021-03-23,NESTLEIND,22674.22,23043.52,22550.58,22918.55,5800472,22837.55,Consumer,21876793311.0,-0.0009838229345384697
2021-03-23,NTPC,238.26,243.35,230.53,235.56,7601340,236.48,Utilities,21593445652.0,-0.0093780226250052
2021-03-23,ONGC,194.37,195.37,188.2,189.18,6274031,190.92,Energy,23647482146.0,-0.025949953660797
2021-03-23,POWERGRID,186.58,190.46,185.85,189.73,3100171,188.68,Utilities,17322844661.0,0.017974031548449343
2021-03-23,RELIANCE,2926.44,2934.76,2906.89,2915.18,5396330,2918.94,Energy,116607233734.0,-0.004361413275499881
2021-03-23,SBICARD,882.98,918.03,880.42,915.37,5624969,904.61,Financials,9153733155.0,0.03383743124654126
2021-03-23,SBILIFE,1632.68,1713.05,1597.56,1676.99,10425663,1662.53,Financials,16769874865.0,0.02822894631962969
2021-03-23,SBIN,504.22,528.82,501.78,526.28,9118384,518.96,Financials,46164747009.0,0.03835529950280159
2021-03-23,SHREECEM,26714.27,26763.46,26646.5,26695.66,3878774,26701.88,Materials,9887283043.0,-0.012335237579391367
2021-03-23,SUNPHARMA,1470.27,1484.89,1439.86,1454.32,3225752,1459.69,Healthcare,34374820719.0,-0.009554942622671647
2021-03-23,TATACONSUM,856.42,904.42,835.38,882.73,4972957,874.18,Consumer,8508236633.0,0.01896571626457355
2021-03-23,TATAPOWER,386.92,392.18,382.26,387.51,6817782,387.32,Utilities,12237296017.0,-0.002060209626329468
2021-03-23,TATASTEEL,146.89,149.0,140.21,142.25,1640559,143.82,Materials,16412989691.0,-0.033496398967250984
2021-03-23,TCS,3985.79,4045.46,3981.61,4041.22,1992185,4022.76,IT,138556072977.0,0.018175496588630047
2021-03-23,TECHM,1063.69,1093.59,1033.45,1063.34,1723114,1063.46,IT,19333472203.0,0.0011392202461091294
2021-03-23,TITAN,2330.06,2379.3,2305.55,2354.53,4823686,2346.46,Consumer,21109609326.0,0.006940939999144691
2021-03-23,ULTRACEMCO,7738.12,7805.49,7495.94,7561.77,4937249,7621.07,Materials,21740097686.0,-0.015176536472917168
2021-03-23,VEDL,358.79,360.6,352.14,353.92,3024838,355.55,Materials,12869967394.0,-0.007988339826779045
2021-03-23,WIPRO,368.44,385.72,364.24,381.37,4334514,377.11,IT,21187042391.0,0.036049986416734514
2021-03-24,ADANIENT,2486.84,2497.55,2464.92,2475.58,2085711,2479.35,Industrials,25787320466.0,-0.012863659563608576
2021-03-24,ADANIPORTS,822.73,827.9,822.05,827.22,3950234,825.73,Industrials,17578410885.0,0.007527038877521264
2021-03-24,APOLLOHOSP,6102.83,6153.46,5944.05,5993.77,4338433,6030.43,Healthcare,17436423758.0,-0.010994323807009265
2021-03-24,ASIANPAINT,3340.19,3372.77,3196.66,3228.15,6723270,3265.86,Consumer,31240193149.0,-0.03281041208511348
2021-03-24,AXISBANK,955.17,957.13,904.7,906.57,6496961,922.8,Financials,27197067044.0,-0.04658891331096782
2021-03-24,BAJAJ-AUTO,7367.48,7398.2,7257.61,7288.01,5484394,7314.61,Auto,21378150162.0,-0.005571140862674073
2021-03-24,BAJFINANCE,6350.16,6352.37,6262.93,6265.12,3905376,6293.47,Financials,40275757257.0,-0.01701403924965017
2021-03-24,BHARTIARTL,872.77,898.37,865.66,891.11,5972988,885.05,Telecom,47525975205.0,0.021317807245762266
2021-03-24,BPCL,430.84,435.25,416.25,420.56,5405647,424.02,Energy,9345703752.0,-0.028258508745581
2021-03-24,BRITANNIA,4670.25,4709.15,4594.85,4633.44,4143810,4645.81,Consumer,11583597199.0,-0.0025939136668037266
2021-03-24,CIPLA,1255.39,1278.23,1237.69,1260.46,6076263,1258.79,Healthcare,19957265771.0,0.005793169486115524
2021-03-24,COALINDIA,358.95,362.03,352.0,355.04,3632227,356.36,Energy,22190199109.0,-0.011003092008133875
2021-03-24,DIVISLAB,4264.17,4282.37,4256.91,4275.1,2568534,4271.46,Healthcare,22444286710.0,0.002699602916790722
2021-03-24,DRREDDY,5617.13,5667.6,5472.93,5522.54,11327957,5554.36,Healthcare,23364599371.0,-0.014463941865839658
2021-03-24,EICHERMOT,3520.64,3611.62,3501.77,3592.37,8499506,3568.59,Auto,14369476652.0,0.022706762208158482
2021-03-24,GRASIM,2102.71,2147.87,2012.35,2056.51,3560064,2072.24,Materials,15423850308.0,-0.017870702459012344
2021-03-24,HCLTECH,848.86,856.64,837.7,845.45,5723791,846.6,IT,24658967580.0,0.0006864961473362907
2021-03-24,HDFCBANK,1220.52,1225.18,1202.42,1207.03,4102580,1211.55,Financials,65838188074.0,-0.023967590383853543
2021-03-24,HDFCLIFE,534.15,536.11,525.05,526.98,5212959,529.38,Financials,10539603122.0,-0.011665416354088576
2021-03-24,HEROMOTOCO,2853.12,2897.27,2819.15,2863.18,18898237,2859.87,Auto,11452729234.0,0.008698286765146168
2021-03-24,HINDALCO,546.85,547.23,540.96,541.34,7870938,543.17,Materials,11517798607.0,-0.00998536942209205
2021-03-24,HINDUNILVR,2976.56,3015.29,2875.52,2913.43,8027024,2934.75,Consumer,66766135634.0,-0.014931075639287528
2021-03-24,ICICIBANK,1181.83,1189.16,1173.48,1180.8,3745542,1181.15,Financials,87006464668.0,-0.0045607438817747425
2021-03-24,INDUSINDBK,851.91,863.77,817.86,829.4,10285915,837.01,Financials,12441071095.0,-0.032205367561260245
2021-03-24,INFY,1322.15,1348.05,1301.14,1326.96,2882709,1325.38,IT,70771253118.0,0.002462793684369524
2021-03-24,ITC,431.8,439.68,425.65,433.5,13684709,432.94,Consumer,44335661373.0,0.00358837828452363
2021-03-24,JSWSTEEL,908.0,940.21,898.64,930.61,6360655,923.15,Materials,22978110346.0,0.012313850906678026
2021-03-24,KOTAKBANK,1913.35,1937.07,1849.32,1872.53,5798013,1886.31,Financials,62417823096.0,-0.017647953750190237
2021-03-24,LT,2392.02,2413.57,2328.13,2349.29,5414979,2363.66,Industrials,33561356078.0,-0.017012908219837142
2021-03-24,M&M,1850.27,1855.84,1845.63,1851.2,5466952,1850.89,Auto,16198035455.0,0.004106029951779888
2021-03-24,MARUTI,10808.11,11048.84,10459.52,10697.79,5903485,10735.38,Auto,31530336150.0,-0.00989660074485954
2021-03-24,NESTLEIND,23041.66,23134.88,22700.87,22793.08,7765165,22876.27,Consumer,21757027378.0,-0.005474604632491942
2021-03-24,NTPC,235.05,237.57,234.38,236.9,4352479,236.28,Utilities,21715639867.0,0.005688571913737395
2021-03-24,ONGC,188.49,192.34,187.96,191.79,5864483,190.7,Energy,23974257012.0,0.013796384395813321
2021-03-24,POWERGRID,189.09,199.46,188.29,198.62,6227272,195.45,Utilities,18134465321.0,0.04685605860960318
2021-03-24,RELIANCE,2911.73,2917.53,2809.41,2815.02,5797547,2847.32,Energy,112600635526.0,-0.03435808423493569
2021-03-24,SBICARD,917.99,923.45,903.38,908.79,4766930,911.87,Financials,9087854385.0,-0.0071883500660935296
2021-03-24,SBILIFE,1673.37,1699.66,1641.67,1667.87,6588916,1669.74,Financials,16678747037.0,-0.005438315076416789
2021-03-24,SBIN,520.47,536.29,512.66,528.36,7333920,525.77,Financials,46347707140.0,0.003952268754275456
2021-03-24,SHREECEM,26667.82,27210.12,26611.8,27153.08,5579192,26991.66,Materials,10056695366.0,0.017134620383987498
2021-03-24,SUNPHARMA,1457.01,1516.83,1437.77,1497.05,14686502,1483.88,Healthcare,35384885298.0,0.029381429121513758
2021-03-24,TATACONSUM,881.31,894.68,833.94,846.78,8301718,858.46,Consumer,8161709964.0,-0.040725929786004866
2021-03-24,TATAPOWER,386.82,389.5,377.92,380.56,3301275,382.66,Utilities,12017527202.0,-0.017935021031715292
2021-03-24,TATASTEEL,142.22,145.56,139.98,143.31,4007216,142.95,Materials,16535459442.0,0.007451669595782029
2021-03-24,TCS,4049.79,4140.73,3984.86,4075.39,3310277,4066.99,IT,139727565081.0,0.008455367438545913
2021-03-24,TECHM,1067.14,1109.7,1036.54,1078.76,10347963,1075.0,IT,19613819149.0,0.014501476479771291
2021-03-24,TITAN,2361.41,2488.26,2324.17,2449.63,6398164,2420.69,Consumer,21962232950.0,0.04039022649955615
2021-03-24,ULTRACEMCO,7618.79,7668.14,7568.68,7618.02,5486515,7618.28,Materials,21901794140.0,0.007438734581982853
2021-03-24,VEDL,350.54,355.47,349.11,354.02,3623113,352.87,Materials,12873621902.0,0.00028254972875219053
2021-03-24,WIPRO,380.42,390.71,378.53,388.78,5737253,386.01,IT,21599033986.0,0.019429949917402878
2021-03-25,ADANIENT,2458.59,2474.87,2449.34,2465.6,2504782,2463.27,Industrials,25683310914.0,-0.004031378505239158
2021-03-25,ADANIPORTS,827.07,830.7,816.25,819.85,3024572,822.27,Industrials,17421826568.0,-0.008909359058049904
2021-03-25,APOLLOHOSP,5945.98,6058.67,5938.92,6051.49,2322916,6016.36,Healthcare,17604325151.0,0.009629999149116442
2021-03-25,ASIANPAINT,3236.88,3249.84,3202.53,3215.4,5119683,3222.59,Consumer,31116763121.0,-0.003949630593373943
2021-03-25,AXISBANK,906.73,910.78,900.73,904.77,6653735,905.43,Financials,27143090423.0,-0.001985505807604593
2021-03-25,BAJAJ-AUTO,7300.21,7378.71,7115.96,7193.31,5817779,7229.33,Auto,21100370556.0,-0.012993944849142625
2021-03-25,BAJFINANCE,6260.71,6275.11,6231.61,6245.98,2877863,6250.9,Financials,40152744218.0,-0.003055009321449642
2021-03-25,BHARTIARTL,894.11,903.18,883.72,892.78,7018940,893.23,Telecom,47614918210.0,0.0018740671746473314
2021-03-25,BPCL,421.87,422.04,407.6,407.76,4292757,412.47,Energy,9061395044.0,-0.03043560966330605
2021-03-25,BRITANNIA,4663.56,4713.3,4535.77,4584.67,3928067,4611.25,Consumer,11461684223.0,-0.010525656963292884
2021-03-25,CIPLA,1257.8,1323.88,1240.17,1305.58,3171851,1289.88,Healthcare,20671648103.0,0.03579645526236441
2021-03-25,COALINDIA,353.8,357.24,349.55,352.98,6495738,353.26,Energy,22061066788.0,-0.005802163136548022
2021-03-25,DIVISLAB,4295.61,4300.96,4248.28,4253.57,7919787,4267.6,Healthcare,22331254543.0,-0.005036139505508741
2021-03-25,DRREDDY,5523.53,5539.68,5319.49,5335.09,4476818,5398.09,Healthcare,22571521380.0,-0.03394271476530719
2021-03-25,EICHERMOT,3606.4,3609.29,3603.29,3606.18,3298675,3606.26,Auto,14424726481.0,0.0038442588040763503
2021-03-25,GRASIM,2051.35,2078.37,2017.09,2044.02,2594903,2046.5,Materials,15330171232.0,-0.00607339619063374
2021-03-25,HCLTECH,840.69,844.44,838.31,842.05,5175464,841.6,IT,24559681680.0,-0.004021526997457059
2021-03-25,HDFCBANK,1212.23,1219.1,1211.48,1218.34,4154247,1216.31,Financials,66455146542.0,0.009370106791048993
2021-03-25,HDFCLIFE,525.95,542.49,506.67,523.12,4952550,524.1,Financials,10462493492.0,-0.007324756157728984
2021-03-25,HEROMOTOCO,2870.91,2914.63,2850.58,2894.14,4646720,2886.45,Auto,11576552381.0,0.010813151810225019
2021-03-25,HINDALCO,538.25,558.9,529.23,549.69,5574405,545.94,Materials,11695477304.0,0.01542468688809251
2021-03-25,HINDUNILVR,2914.87,2985.84,2880.17,2950.72,3179382,2938.91,Consumer,67620659654.0,0.012799346474773765
2021-03-25,ICICIBANK,1189.95,1215.31,1154.43,1179.56,10576187,1183.1,Financials,86915272552.0,-0.0010501355013550207
2021-03-25,INDUSINDBK,832.35,845.29,797.22,809.82,3715243,817.44,Financials,12147267517.0,-0.023607427055702845
2021-03-25,INFY,1324.57,1349.74,1257.5,1281.85,4880033,1296.36,IT,68365590812.0,-0.03399499608126855
2021-03-25,ITC,432.15,441.58,427.47,436.85,7686235,435.3,Consumer,44678240222.0,0.007727797001153558
2021-03-25,JSWSTEEL,935.26,958.46,927.37,950.44,4856914,945.42,Materials,23467619199.0,0.021308604033913214
2021-03-25,KOTAKBANK,1876.63,1895.4,1807.06,1825.32,7913671,1842.59,Financials,60843873548.0,-0.025211879115421443
2021-03-25,LT,2340.0,2353.37,2310.63,2323.9,25914076,2329.3,Industrials,33198505033.0,-0.010807520570044526
2021-03-25,M&M,1838.66,1866.64,1825.37,1853.24,2957530,1848.42,Auto,16215860251.0,0.0011019878997406973
2021-03-25,MARUTI,10683.39,11063.74,10484.4,10861.43,4360105,10803.19,Auto,32012644423.0,0.01529661733872123
2021-03-25,NESTLEIND,22806.57,22841.22,22409.08,22443.19,12704219,22564.5,Consumer,21423043055.0,-0.015350711707237563
2021-03-25,NTPC,237.39,238.27,229.84,230.69,5051811,232.93,Utilities,21146978737.0,-0.026213592233009786
2021-03-25,ONGC,191.4,193.39,189.14,191.13,3370856,191.22,Energy,23890996327.0,-0.003441263882371315
2021-03-25,POWERGRID,196.89,196.94,196.7,196.75,15501621,196.8,Utilities,17964368980.0,-0.009414963246400232
2021-03-25,RELIANCE,2819.63,2874.58,2661.56,2714.46,2322181,2750.2,Energy,108578456968.0,-0.0357226591640557
2021-03-25,SBICARD,914.04,915.0,912.9,913.85,11461863,913.92,Financials,9138534892.0,0.005567842956018421
2021-03-25,SBILIFE,1668.83,1696.59,1650.62,1678.28,2651055,1675.16,Financials,16782789067.0,0.006241493641590878
2021-03-25,SBIN,526.76,561.55,505.67,539.93,6124543,535.72,Financials,47362544222.0,0.021897948368536424
2021-03-25,SHREECEM,26862.41,27369.51,26632.92,27137.66,2522997,27046.7,Materials,10050986483.0,-0.0005678913773318195
2021-03-25,SUNPHARMA,1497.9,1513.09,1488.97,1504.11,7947892,1502.06,Healthcare,35551792903.0,0.004715941351324249
2021-03-25,TATACONSUM,843.83,855.5,830.26,841.91,7183242,842.55,Consumer,8114748433.0,-0.00575119865844731
2021-03-25,TATAPOWER,383.01,389.66,361.67,368.06,6846498,373.13,Utilities,11622882351.0,-0.03284633172167328
2021-03-25,TATASTEEL,142.41,147.11,141.68,146.35,2754256,145.05,Materials,16886769203.0,0.021212755564859354
2021-03-25,TCS,4085.29,4086.2,3924.42,3925.29,2722688,3978.64,IT,134581426524.0,-0.03683083091434192
2021-03-25,TECHM,1082.36,1083.58,1058.02,1059.21,11656485,1066.93,IT,19258311585.0,-0.01812265934962365
2021-03-25,TITAN,2452.74,2470.1,2399.51,2416.62,6009909,2428.74,Consumer,21666235337.0,-0.013475504463939525
2021-03-25,ULTRACEMCO,7621.53,7786.47,7577.89,7742.14,3634159,7702.17,Materials,22258655786.0,0.01629294751129562
2021-03-25,VEDL,353.44,354.02,350.8,351.38,1787827,352.07,Materials,12777507058.0,-0.0074572058075814684
2021-03-25,WIPRO,389.02,389.48,385.69,386.15,3382166,387.11,IT,21452878360.0,-0.006764751273213632
2021-03-26,ADANIENT,2472.99,2478.7,2381.93,2387.45,3900362,2416.03,Industrials,24869238004.0,-0.03169613887086309
2021-03-26,ADANIPORTS,821.21,823.54,799.43,801.71,7556441,808.23,Industrials,17036348587.0,-0.022125998658291124
2021-03-26,APOLLOHOSP,6027.82,6205.84,6008.1,6185.61,3882715,6133.18,Healthcare,17994501415.0,0.022163136682040285
2021-03-26,ASIANPAINT,3199.34,3230.46,3133.36,3164.13,3563540,3175.98,Consumer,30620647475.0,-0.01594513901847361
2021-03-26,AXISBANK,905.24,929.63,899.97,924.24,7992821,917.95,Financials,27727267301.0,0.02151928114327406
2021-03-26,BAJAJ-AUTO,7174.89,7192.15,7019.57,7036.5,5334728,7082.74,Auto,20640389329.0,-0.021799421962907295
2021-03-26,BAJFINANCE,6208.69,6215.74,6147.9,6154.88,3955183,6172.84,Financials,39567101275.0,-0.014585381317263169
2021-03-26,BHARTIARTL,887.05,888.85,866.25,868.01,5969722,874.37,Telecom,46293819004.0,-0.027744797150473732
2021-03-26,BPCL,407.82,419.18,399.69,410.99,3550078,409.95,Energy,9133005869.0,0.007921326270355245
2021-03-26,BRITANNIA,4583.29,4775.31,4539.48,4730.09,4017458,4681.62,Consumer,11825229424.0,0.031718749659190415
2021-03-26,CIPLA,1315.47,1320.86,1278.63,1283.89,5503409,1294.46,Healthcare,20328214415.0,-0.016613305963632863
2021-03-26,COALINDIA,351.22,354.04,350.44,353.26,3356437,352.58,Energy,22078972219.0,0.000793246076264964
2021-03-26,DIVISLAB,4294.62,4322.36,4263.15,4290.86,5738356,4292.12,Healthcare,22527022394.0,0.00876675357405654
2021-03-26,DRREDDY,5304.97,5315.0,4965.13,4974.54,4799599,5084.89,Healthcare,21046128078.0,-0.06758086555240872
2021-03-26,EICHERMOT,3617.76,3715.94,3572.17,3669.69,4533320,3652.6,Auto,14678759019.0,0.017611433705472246
2021-03-26,GRASIM,2044.19,2052.05,2008.25,2016.0,7105850,2025.44,Materials,15120018664.0,-0.01370828074089292
2021-03-26,HCLTECH,842.72,849.11,839.96,846.35,6656770,845.14,IT,24685165229.0,0.005106585119648566
2021-03-26,HDFCBANK,1213.36,1248.96,1196.82,1232.17,4009957,1225.98,Financials,67209162114.0,0.011351511072442921
2021-03-26,HDFCLIFE,519.68,533.75,500.07,513.99,5151520,515.94,Financials,10279747183.0,-0.01745297446092675
2021-03-26,HEROMOTOCO,2891.26,2949.05,2888.34,2946.07,4367007,2927.82,Auto,11784285075.0,0.017943154097590508
2021-03-26,HINDALCO,546.69,601.45,530.98,584.65,6440342,572.36,Materials,12439307012.0,0.06359948334515808
2021-03-26,HINDUNILVR,2966.6,3050.73,2932.09,3015.65,5135275,2999.49,Consumer,69108532348.0,0.022004798828760608
2021-03-26,ICICIBANK,1188.95,1195.24,1177.69,1183.96,4308941,1185.63,Financials,87239403750.0,0.0037302044830276326
2021-03-26,INDUSINDBK,812.22,814.34,795.09,797.17,5950226,802.2,Financials,11957565898.0,-0.015620755229557304
2021-03-26,INFY,1287.46,1288.64,1253.96,1255.12,8505913,1265.91,IT,66939473146.0,-0.02085267386979761
2021-03-26,ITC,433.9,449.01,426.66,441.64,7846963,439.1,Consumer,45167911731.0,0.010964862080805604
2021-03-26,JSWSTEEL,961.12,993.23,917.1,948.8,4611236,953.04,Materials,23427161434.0,-0.0017255166028367075
2021-03-26,KOTAKBANK,1825.48,1849.45,1821.41,1845.34,4989861,1838.73,Financials,61511180669.0,0.01096793986807798
2021-03-26,LT,2331.49,2372.03,2329.21,2369.72,8449918,2356.99,Industrials,33853160341.0,0.019716855286372015
2021-03-26,M&M,1856.85,1903.61,1846.75,1893.31,6054819,1881.22,Auto,16566466176.0,0.02162159245429618
2021-03-26,MARUTI,10837.55,11100.72,10662.26,10924.03,4387022,10895.67,Auto,32197143169.0,0.005763513644151841
2021-03-26,NESTLEIND,22456.15,22713.56,22343.26,22599.95,4425697,22552.25,Consumer,21572675871.0,0.006984746820750676
